,URI,cnt,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2000/01/rdf-schema#range,Domain,Literal?,Range,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#type,http://www.w3.org/2000/01/rdf-schema#isDescribedUsing,http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#equivalentProperty,http://www.openlinksw.com/schemas/virtrdf#loadAs,http://www.openlinksw.com/schemas/virtrdf#item,http://www.w3.org/2000/01/rdf-schema#subClassOf
76,http://www.openlinksw.com/schemas/oplweb#hasBusinessFunction,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR#hasBusinessFunction to GR#Sell,"['http://www.openlinksw.com/schemas/oplweb#Product', 'http://www.openlinksw.com/schemas/oplweb#ProductRelease']",http://purl.org/goodrelations/v1#Sell,,False,,Product/Product Release has Good Relations Business Function to Sell,,,,,,,,
77,http://www.openlinksw.com/schemas/oplweb#includesObject,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR#hasBusinessFunction to GR#Sell,"['http://www.openlinksw.com/schemas/oplweb#ProductRelease', 'http://www.openlinksw.com/schemas/oplweb#Component']",http://www.openlinksw.com/schemas/oplweb#ComponentArchive,,False,,Product/Product Release has Good Relations Business Function to Sell,,,,,,,,
78,http://www.openlinksw.com/schemas/oplweb#ProductId,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product ID,http://www.openlinksw.com/schemas/oplweb#Product,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
79,http://www.openlinksw.com/schemas/oplweb#isOfCategory,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Category,http://www.openlinksw.com/schemas/oplweb#Product,http://www.openlinksw.com/schemas/oplweb#ProductCategory,,False,,,,,,,,,,
80,http://www.openlinksw.com/schemas/oplweb#isOfFormat,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Category,http://www.openlinksw.com/schemas/oplweb#Product,http://www.openlinksw.com/schemas/oplweb#ProductFormat,,False,,,,,,,,,,
81,http://www.openlinksw.com/schemas/oplweb#ProductDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://xmlns.com/foaf/0.1/name,Product Description,http://www.openlinksw.com/schemas/oplweb#Product,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
82,http://www.openlinksw.com/schemas/oplweb#ProductLongDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Long Description,http://www.openlinksw.com/schemas/oplweb#Product,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
83,http://www.openlinksw.com/schemas/oplweb#ProductReleaseId,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release ID,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
84,http://www.openlinksw.com/schemas/oplweb#ProductReleaseOpsys,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release Opsys,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.openlinksw.com/schemas/oplweb#Opsys,,False,,,,,,,,,,
85,http://www.openlinksw.com/schemas/oplweb#ProductReleaseDbms,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release DBMS,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.openlinksw.com/schemas/oplweb#DbmsEngine,,False,,,,,,,,,,
86,http://www.openlinksw.com/schemas/oplweb#isForDbmsEngine,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Database Support for Product Release,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.openlinksw.com/schemas/oplweb#DbmsEngine,,False,,,,,,,,,,
87,http://www.openlinksw.com/schemas/oplweb#isForOpsys,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Operating System Support for Product Release,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.openlinksw.com/schemas/oplweb#Opsys,,False,,,,,,,,,,
88,http://www.openlinksw.com/schemas/oplweb#OpsysSupported,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Operating System support indicator,http://www.openlinksw.com/schemas/oplweb#Opsys,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
89,http://www.openlinksw.com/schemas/oplweb#ProductReleaseUpwardCompatible,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release upward compatible,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
90,http://www.openlinksw.com/schemas/oplweb#ProductReleaseDownwardCompatible,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release downward compatible,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
91,http://www.openlinksw.com/schemas/oplweb#ProductReleaseSupported,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Release Supported,http://www.openlinksw.com/schemas/oplweb#ProductRelease,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
92,http://www.openlinksw.com/schemas/oplweb#ComponentModeDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Mode Description,http://www.openlinksw.com/schemas/oplweb#ComponentMode,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
93,http://www.openlinksw.com/schemas/oplweb#ComponentModeShortDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Mode Short Description,http://www.openlinksw.com/schemas/oplweb#ComponentMode,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
94,http://www.openlinksw.com/schemas/oplweb#ComponentTypeDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Type Description,http://www.openlinksw.com/schemas/oplweb#ComponentType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
95,http://www.openlinksw.com/schemas/oplweb#ComponentTypeShortDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Type Short Description,http://www.openlinksw.com/schemas/oplweb#ComponentType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
96,http://www.openlinksw.com/schemas/oplweb#ComponentCategoryDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Category Description,http://www.openlinksw.com/schemas/oplweb#ComponentCategory,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
97,http://www.openlinksw.com/schemas/oplweb#ComponentCategoryLongDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Category Long Description,http://www.openlinksw.com/schemas/oplweb#ComponentCategory,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
98,http://www.openlinksw.com/schemas/oplweb#ComponentCategoryShortDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Category Short Description,http://www.openlinksw.com/schemas/oplweb#ComponentCategory,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
99,http://www.openlinksw.com/schemas/oplweb#ComponentName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://xmlns.com/foaf/0.1/name,Components Name,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
100,http://www.openlinksw.com/schemas/oplweb#ComponentCvsid,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components CVSID,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
101,http://www.openlinksw.com/schemas/oplweb#ComponentBuildDate,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Build Date,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
102,http://www.openlinksw.com/schemas/oplweb#Notes,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Notes,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
103,http://www.openlinksw.com/schemas/oplweb#BuildComments,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Build Comments,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
104,http://www.openlinksw.com/schemas/oplweb#Filesize,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Name,http://www.openlinksw.com/schemas/oplweb#Component,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
105,http://www.openlinksw.com/schemas/oplweb#ComponentComponentCategory,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Component Category,http://www.openlinksw.com/schemas/oplweb#Component,http://www.openlinksw.com/schemas/oplweb#ComponentCategory,,False,,,,,,,,,,
106,http://www.openlinksw.com/schemas/oplweb#ComponentComponentType,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Component Type,http://www.openlinksw.com/schemas/oplweb#Component,http://www.openlinksw.com/schemas/oplweb#ComponentType,,False,,,,,,,,,,
107,http://www.openlinksw.com/schemas/oplweb#ComponentComponentMode,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Component Mode,http://www.openlinksw.com/schemas/oplweb#Component,http://www.openlinksw.com/schemas/oplweb#ComponentMode,,False,,,,,,,,,,
108,http://www.openlinksw.com/schemas/oplweb#ComponentOpsys,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components Opsys,http://www.openlinksw.com/schemas/oplweb#Component,http://www.openlinksw.com/schemas/oplweb#Opsys,,False,,,,,,,,,,
109,http://www.openlinksw.com/schemas/oplweb#ComponentDbmsEngine,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Components DBMS,http://www.openlinksw.com/schemas/oplweb#Component,http://www.openlinksw.com/schemas/oplweb#DbmsEngine,,False,,,,,,,,,,
110,http://www.openlinksw.com/schemas/oplweb#hasComponents,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,has Components,http://www.openlinksw.com/schemas/oplweb#Opsys,http://www.openlinksw.com/schemas/oplweb#Component,,False,,,,,,,,,,
111,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveTypeName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://xmlns.com/foaf/0.1/name,Component Archive Type Name,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
112,http://www.openlinksw.com/schemas/oplweb#amountOfThisGood,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR amount of this good,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#double,,False,,,,,,,,,,
113,http://www.openlinksw.com/schemas/oplweb#hasUnitOfMeasure,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR unit of measure,"['http://www.openlinksw.com/schemas/oplweb#ComponentArchive', 'http://www.openlinksw.com/schemas/oplweb#PriceUnitIncrementalDiscount']",http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
114,http://www.openlinksw.com/schemas/oplweb#hasEligibleQuantity,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Eligible Quantity,http://www.openlinksw.com/schemas/oplweb#PriceUnitIncrementalDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
115,http://www.openlinksw.com/schemas/oplweb#typeOfGood,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR amount of this good,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.openlinksw.com/schemas/oplweb#ProductRelease,,False,,,,,,,,,,
116,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveTypeShortName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Archive Type Name,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
117,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveTypeExtension,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive Type Extension,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
118,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveComponentArchiveType,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Component Archive Component Archive Type,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveType,,False,,,,,,,,,,
119,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,"['http://xmlns.com/foaf/0.1/name', 'http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty']",Component Archive Name,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
120,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveAssemblyDate,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive Assembly Date,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
121,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveFileUri,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive File URI,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
122,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveLicenseCode,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive License Code,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
123,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveResName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive DAV Resource Name,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
124,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveResFullPath,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive DAV Full Path,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
125,http://www.openlinksw.com/schemas/oplweb#ComponentArchiveResFileSize,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Component Archive File Size in DAV,http://www.openlinksw.com/schemas/oplweb#ComponentArchive,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
126,http://www.openlinksw.com/schemas/oplweb#ProtocolName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Protocol Name,http://www.openlinksw.com/schemas/oplweb#DownloadProtocol,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
127,http://www.openlinksw.com/schemas/oplweb#ProtocolDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Protocol Description,http://www.openlinksw.com/schemas/oplweb#DownloadProtocol,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
128,http://www.openlinksw.com/schemas/oplweb#ProtocolActive,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Protocol Active,http://www.openlinksw.com/schemas/oplweb#DownloadProtocol,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
129,http://www.openlinksw.com/schemas/oplweb#PartnerName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Partner Partner Name,http://www.openlinksw.com/schemas/oplweb#DownloadPartner,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
130,http://www.openlinksw.com/schemas/oplweb#HostName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Partner Hostname,http://www.openlinksw.com/schemas/oplweb#DownloadPartner,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
131,http://www.openlinksw.com/schemas/oplweb#DomainName,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Partner Domain Name,http://www.openlinksw.com/schemas/oplweb#DownloadPartner,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
132,http://www.openlinksw.com/schemas/oplweb#PortNumber,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Partner Port Number,http://www.openlinksw.com/schemas/oplweb#DownloadPartner,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
133,http://www.openlinksw.com/schemas/oplweb#Uri,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Location URI,http://www.openlinksw.com/schemas/oplweb#DownloadLocation,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
134,http://www.openlinksw.com/schemas/oplweb#UriOld,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Download Location URI Old,http://www.openlinksw.com/schemas/oplweb#DownloadLocation,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
135,http://www.openlinksw.com/schemas/oplweb#ProductBenefitsCategoryDescription,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,product Benefits Category,http://www.openlinksw.com/schemas/oplweb#ProductBenefitsCategory,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
136,http://www.openlinksw.com/schemas/oplweb#Description,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Benefits Description,"['http://www.openlinksw.com/schemas/oplweb#ProductBenefit', 'http://www.openlinksw.com/schemas/oplweb#ProductBenefitCategory', 'http://www.openlinksw.com/schemas/oplweb#ProductFeatureCategory', 'http://www.openlinksw.com/schemas/oplweb#ProductFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFamilyFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFormatFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductCategoryFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductReleaseFeature']",http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
137,http://www.openlinksw.com/schemas/oplweb#Details,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Benefits Description Details,"['http://www.openlinksw.com/schemas/oplweb#ProductFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFamilyFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFormatFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductCategoryFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductReleaseFeature']",http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
138,http://www.openlinksw.com/schemas/oplweb#ProductBenefitsAcronym,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Benefits Acronym,http://www.openlinksw.com/schemas/oplweb#ProductBenefit,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
139,http://www.openlinksw.com/schemas/oplweb#ProductBenefitsExplanation,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Product Benefits Explanation,http://www.openlinksw.com/schemas/oplweb#ProductBenefit,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
140,http://www.openlinksw.com/schemas/oplweb#DemoUrl,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,The Features Demo URL,"['http://www.openlinksw.com/schemas/oplweb#ProductFamilyFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFormatFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductCategoryFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductReleaseFeature']",http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
141,http://www.openlinksw.com/schemas/oplweb#HypesPerSecond,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,The Features Number of Hypes per second,"['http://www.openlinksw.com/schemas/oplweb#ProductFamilyFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFormatFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductCategoryFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductreleaseFeature']",http://www.w3.org/2001/XMLSchema#integer,,False,,,,,,,,,,
142,http://www.openlinksw.com/schemas/oplweb#Implemented,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,The Features Short Description,"['http://www.openlinksw.com/schemas/oplweb#ProductFamilyFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductFormatFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductCategoryFeature', 'http://www.openlinksw.com/schemas/oplweb#ProductReleaseFeature']",http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
143,http://www.openlinksw.com/schemas/oplweb#hasFeature,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,has Features,http://www.openlinksw.com/schemas/oplweb#ProductFamily,http://www.openlinksw.com/schemas/oplweb#Feature,,False,,reference from subject to feature lists and descriptions,,,,,,,,
144,http://www.openlinksw.com/schemas/oplweb#hasCurrency,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Has Currency,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
145,http://www.openlinksw.com/schemas/oplweb#hasCurrencyValue,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Has Currency Value,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
146,http://www.openlinksw.com/schemas/oplweb#hasMinValueFloat,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Has Currency,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
147,http://www.openlinksw.com/schemas/oplweb#hasMaxValueFloat,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Has Currency,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
148,http://www.openlinksw.com/schemas/oplweb#hasUnitPriceSpecification,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,GR Has Unit Price Specification,http://www.openlinksw.com/schemas/oplweb#LicenseModel,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,,False,,,,,,,,,,
149,http://www.openlinksw.com/schemas/oplweb#BaseCostUnit,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Base Unit Cost,http://www.openlinksw.com/schemas/oplweb#License,http://www.openlinksw.com/schemas/oplweb#UnitType,,False,,,,,,,,,,
150,http://www.openlinksw.com/schemas/oplweb#PriceUnit,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Price Unit Cost,http://www.openlinksw.com/schemas/oplweb#License,http://www.openlinksw.com/schemas/oplweb#PriceUnitType,,False,,,,,,,,,,
151,http://www.openlinksw.com/schemas/oplweb#hasIncrementalDiscount,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Base Unit Cost,http://www.openlinksw.com/schemas/oplweb#UnitType,http://www.openlinksw.com/schemas/oplweb#IncrementalDiscount,,False,,,,,,,,,,
152,http://www.openlinksw.com/schemas/oplweb#hasGeneralDiscount,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,General Discount,http://www.openlinksw.com/schemas/oplweb#License,http://www.openlinksw.com/schemas/oplweb#GeneralDiscount,,False,,,,,,,,,,
153,http://www.openlinksw.com/schemas/oplweb#unitValue,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Unit Value,http://www.openlinksw.com/schemas/oplweb#UnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
154,http://www.openlinksw.com/schemas/oplweb#graceUnits,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Grace Unit,http://www.openlinksw.com/schemas/oplweb#UnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
155,http://www.openlinksw.com/schemas/oplweb#minUnits,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Minimum Units,http://www.openlinksw.com/schemas/oplweb#UnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
156,http://www.openlinksw.com/schemas/oplweb#maxUnits,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Maximum Units,http://www.openlinksw.com/schemas/oplweb#UnitType,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
157,http://www.openlinksw.com/schemas/oplweb#codeWord,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#datatypeProductOrServiceProperty,Code Word needed to activate this discount,http://www.openlinksw.com/schemas/oplweb#GeneralDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
158,http://www.openlinksw.com/schemas/oplweb#startDate,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Discount Start Date,http://www.openlinksw.com/schemas/oplweb#GeneralDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
159,http://www.openlinksw.com/schemas/oplweb#endDate,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Discount End Date,http://www.openlinksw.com/schemas/oplweb#GeneralDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
160,http://www.openlinksw.com/schemas/oplweb#percentageOfCost,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Percentage of cost attributing as discount,http://www.openlinksw.com/schemas/oplweb#GeneralDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
161,http://www.openlinksw.com/schemas/oplweb#triggerPoint,0,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/goodrelations/v1#quantitativeProductOrServiceProperty,Discount Trigger Point,http://www.openlinksw.com/schemas/oplweb#IncrementalDiscount,http://www.w3.org/2001/XMLSchema#string,,False,,,,,,,,,,
